"skill","salary"
"looker","163782"
"sql","73783"
"excel","73783"
"powerpoint","73783"
"visio","73783"
"sql","70000"
"python","70000"
"nosql","70000"
"r","70000"
"matlab","70000"
"go","50400"
"excel","50400"
"word","50400"
"powerpoint","50400"
"excel","79200"
"sql","70000"
"excel","132500"
"powerpoint","132500"
"jira","132500"
"confluence","132500"
"r","75000"
"matlab","75000"
"excel","75000"
"word","75000"
"sharepoint","75000"
"powerpoint","75000"
"spss","75000"
"visio","75000"
"sql","92500"
"python","92500"
"r","92500"
"go","92500"
"sql","95000"
"tableau","95000"
"power bi","95000"
"sql","48500"
"python","48500"
"tableau","48500"
"sql","72500"
"oracle","72500"
"ms access","72500"
"python","137500"
"r","137500"
"tableau","137500"
"powerpoint","137500"
"spreadsheet","92500"
"sql","75000"
"python","75000"
"r","75000"
"sql server","75000"
"excel","75000"
"microstrategy","75000"
"powerpoint","75000"
"sql","60000"
"excel","60000"
"excel","115000"
"tableau","115000"
"sql","81000"
"python","81000"
"tableau","81000"
"sql","150000"
"python","150000"
"tableau","150000"
"power bi","150000"
"sap","125000"
"sharepoint","125000"
"visio","125000"
"oracle","85000"
"excel","85000"
"power bi","85000"
"word","85000"
"sap","85000"
"powerpoint","85000"
"flow","85000"
"terminal","85000"
"excel","42500"
"word","42500"
"powerpoint","42500"
"outlook","42500"
"sql","80850"
"tableau","80850"
"power bi","80850"
"looker","80850"
"sql","105000"
"python","105000"
"aws","105000"
"gcp","105000"
"hadoop","105000"
"tableau","105000"
"powerpoint","105000"
"sql","77400"
"hadoop","77400"
"excel","77400"
"word","77400"
"ssis","77400"
"powerpoint","77400"
"ssrs","77400"
"sql","102500"
"excel","102500"
"tableau","102500"
"power bi","102500"
"ssis","102500"
"ssrs","102500"
"sql","95005"
"python","95005"
"r","95005"
"sas","95005"
"tableau","95005"
"sas","95005"
"spss","95005"
"ms access","67500"
"sql","163782"
"python","163782"
"sql server","163782"
"azure","163782"
"databricks","163782"
"spark","163782"
"power bi","163782"
"sql","90000"
"tableau","90000"
"power bi","90000"
"sharepoint","60000"
"terminal","60000"
"sql","105000"
"python","105000"
"aws","105000"
"bigquery","105000"
"excel","105000"
"sheets","105000"
"sql","90000"
"excel","90000"
"power bi","90000"
"flow","90000"
"sql","111116"
"sap","111116"
"sql","138615"
"sas","138615"
"sql server","138615"
"oracle","138615"
"sas","138615"
"sharepoint","138615"
"python","100000"
"r","100000"
"azure","100000"
"aws","100000"
"tableau","100000"
"power bi","100000"
"powerpoint","100000"
"cognos","100000"
"visio","100000"
"sql","99000"
"excel","99000"
"excel","65062"
"sheets","65062"
"sql","150000"
"python","150000"
"php","150000"
"perl","150000"
"tableau","150000"
"excel","125000"
"sql","115000"
"python","115000"
"r","115000"
"aws","115000"
"excel","115000"
"tableau","115000"
"sheets","115000"
"github","115000"
"sql","129465"
"sas","129465"
"excel","129465"
"sas","129465"
"word","129465"
"powerpoint","129465"
"visio","129465"
"flow","129465"
"jira","129465"
"sql","60000"
"python","60000"
"r","60000"
"javascript","60000"
"html","60000"
"css","60000"
"excel","60000"
"looker","60000"
"word","60000"
"powerpoint","60000"
"sql","81000"
"python","81000"
"tableau","81000"
"sql","224500"
"tableau","224500"
"azure","125000"
"databricks","125000"
"oracle","125000"
"go","150000"
"sql","80812"
"databricks","80812"
"excel","80812"
"sql","111175"
"java","111175"
"c++","111175"
"c#","111175"
"gcp","111175"
"sql","90000"
"bigquery","90000"
"tableau","90000"
"ssrs","90000"
"sql","90000"
"python","90000"
"excel","90000"
"tableau","90000"
"looker","90000"
"sql","125000"
"python","125000"
"python","145000"
"java","145000"
"r","145000"
"javascript","145000"
"c++","145000"
"tableau","145000"
"power bi","145000"
"qlik","145000"
"word","145000"
"sql","90000"
"excel","77500"
"power bi","77500"
"smartsheet","77500"
"sql","148500"
"sql server","148500"
"redshift","148500"
"oracle","148500"
"snowflake","148500"
"oracle","65000"
"excel","65000"
"word","65000"
"powerpoint","65000"
"outlook","65000"
"sql","90000"
"bigquery","90000"
"looker","90000"
"sheets","90000"
"python","149653"
"spark","149653"
"sharepoint","90000"
"python","67000"
"matplotlib","67000"
"plotly","67000"
"excel","52500"
"tableau","52500"
"sharepoint","52500"
"excel","64500"
"sql","115000"
"python","115000"
"sas","115000"
"oracle","115000"
"tableau","115000"
"sas","115000"
"alteryx","115000"
"sql","90000"
"r","90000"
"sql server","90000"
"excel","90000"
"ssis","90000"
"ssrs","90000"
"sql","111175"
"python","111175"
"r","111175"
"azure","111175"
"matplotlib","111175"
"plotly","111175"
"tableau","111175"
"power bi","111175"
"kubernetes","111175"
"docker","111175"
"sql","90000"
"sas","90000"
"oracle","90000"
"sas","90000"
"sql","91800"
"python","91800"
"r","91800"
"sas","91800"
"vba","91800"
"sql server","91800"
"oracle","91800"
"excel","91800"
"tableau","91800"
"sas","91800"
"sap","91800"
"spss","91800"
"sql","86500"
"oracle","86500"
"excel","35000"
"sas","59010"
"excel","59010"
"sas","59010"
"word","59010"
"spss","59010"
"assembly","65000"
"excel","65000"
"spreadsheet","65000"
"outlook","65000"
"sql","101540"
"nosql","177283"
"azure","177283"
"aws","177283"
"spark","177283"
"hadoop","177283"
"sql","105000"
"oracle","105000"
"excel","105000"
"tableau","105000"
"sql","100000"
"sql server","100000"
"oracle","100000"
"excel","100000"
"power bi","100000"
"sql","67500"
"excel","67500"
"sharepoint","56250"
"visio","56250"
"sql","116250"
"python","116250"
"r","116250"
"python","55000"
"r","55000"
"sas","55000"
"excel","55000"
"sas","55000"
"powerpoint","55000"
"visio","55000"
"sql","110000"
"sql server","110000"
"azure","110000"
"excel","110000"
"power bi","110000"
"dax","110000"
"sql","162500"
"python","162500"
"unix","162500"
"sql","65000"
"sql server","65000"
"tableau","65000"
"power bi","65000"
"ssis","65000"
"ssrs","65000"
"assembly","70000"
"excel","55000"
"tableau","55000"
"word","55000"
"powerpoint","55000"
"outlook","55000"
"javascript","109120"
"vba","109120"
"excel","109120"
"tableau","109120"
"phoenix","72500"
"sql","80000"
"python","80000"
"nosql","80000"
"r","80000"
"matlab","80000"
"sql","70100"
"oracle","70100"
"hadoop","70100"
"express","70100"
"excel","70100"
"tableau","70100"
"sql","52609"
"sql","100500"
"python","100500"
"looker","100500"
"word","100500"
"aws","120000"
"sql","70000"
"python","70000"
"r","70000"
"sas","70000"
"matplotlib","70000"
"plotly","70000"
"seaborn","70000"
"sas","70000"
"spss","70000"
"sql","70000"
"sql server","70000"
"tableau","70000"
"power bi","70000"
"ssis","70000"
"ssrs","70000"
"excel","38750"
"sql","56700"
"python","56700"
"tableau","56700"
"sql","80000"
"phoenix","80000"
"power bi","80000"
"flow","80000"
"sql","70000"
"python","70000"
"r","70000"
"excel","70000"
"sql","81000"
"excel","81000"
"word","81000"
"powerpoint","81000"
"sql","145000"
"python","145000"
"r","145000"
"bash","145000"
"powershell","145000"
"postgresql","145000"
"sql server","145000"
"azure","145000"
"oracle","145000"
"linux","145000"
"windows","145000"
"sharepoint","145000"
"sql","124000"
"python","124000"
"sql server","124000"
"aws","124000"
"oracle","124000"
"unix","124000"
"tableau","124000"
"visio","124000"
"flow","124000"
"sql","57500"
"python","57500"
"excel","57500"
"tableau","57500"
"microstrategy","57500"
"sql","100000"
"oracle","100000"
"atlassian","100000"
"python","89100"
"hadoop","89100"
"tableau","89100"
"git","89100"
"jira","89100"
"go","75000"
"power bi","75000"
"sql","147500"
"python","147500"
"scala","147500"
"looker","147500"
"sql","51014"
"tableau","51014"
"outlook","92500"
"jenkins","92500"
"sql","85000"
"excel","85000"
"tableau","85000"
"power bi","85000"
"sql","85000"
"sql server","85000"
"db2","85000"
"sap","85000"
"sql","80000"
"python","80000"
"r","80000"
"sas","80000"
"excel","80000"
"tableau","80000"
"sas","80000"
"word","80000"
"outlook","80000"
"sql","114957"
"python","114957"
"r","114957"
"sas","114957"
"tableau","114957"
"sas","114957"
"spss","114957"
"sql","65000"
"sql server","65000"
"tableau","65000"
"power bi","65000"
"ssis","65000"
"ssrs","65000"
"sql","111175"
"python","111175"
"r","111175"
"go","111175"
"javascript","111175"
"react","111175"
"sql","100700"
"sql server","100700"
"azure","100700"
"databricks","100700"
"matplotlib","100700"
"tableau","100700"
"word","100700"
"cognos","100700"
"sql","100500"
"excel","100500"
"excel","73500"
"sql","65000"
"tableau","65000"
"sql","77150"
"go","47500"
"excel","47500"
"sql","85600"
"python","85600"
"r","85600"
"airflow","85600"
"tableau","85600"
"power bi","85600"
"sql","60000"
"sql server","60000"
"oracle","60000"
"windows","60000"
"excel","75000"
"tableau","75000"
"tableau","62500"
"sql","112350"
"python","112350"
"r","112350"
"vba","112350"
"tableau","112350"
"power bi","112350"
"sql","76365"
"vba","76365"
"c","76365"
"excel","76365"
"word","76365"
"sharepoint","76365"
"powerpoint","76365"
"sql","65000"
"python","65000"
"go","65000"
"excel","65000"
"tableau","65000"
"excel","85000"
"sql","84150"
"oracle","84150"
"power bi","84150"
"sql","74000"
"python","74000"
"r","74000"
"vba","74000"
"sql server","74000"
"excel","74000"
"tableau","74000"
"sql","70000"
"python","70000"
"nosql","70000"
"r","70000"
"matlab","70000"
"sql","74315"
"c","137500"
"sql","59785"
"sas","59785"
"tableau","59785"
"sas","59785"
"sql","73000"
"python","73000"
"perl","73000"
"excel","73000"
"power bi","73000"
"sql","100000"
"python","100000"
"looker","100000"
"shell","63000"
"flow","63000"
"sql","65000"
"python","65000"
"r","65000"
"sas","65000"
"javascript","65000"
"c#","65000"
"sql server","65000"
"excel","65000"
"sas","65000"
"spss","65000"
"ms access","65000"
"sql","105000"
"sql server","105000"
"azure","105000"
"excel","105000"
"tableau","105000"
"power bi","105000"
"hadoop","165000"
"tableau","165000"
"splunk","165000"
"sql","51863"
"python","51863"
"go","33500"
"excel","33500"
"sql","115000"
"python","115000"
"r","115000"
"sas","115000"
"vba","115000"
"excel","115000"
"power bi","115000"
"dax","115000"
"sas","115000"
"word","115000"
"powerpoint","115000"
"power bi","62500"
"jira","80850"
"sas","90000"
"excel","90000"
"tableau","90000"
"sas","90000"
"sql","105000"
"sas","105000"
"javascript","105000"
"excel","105000"
"power bi","105000"
"sas","105000"
"spss","105000"
"r","65000"
"sql","70000"
"sql","105000"
"sql server","105000"
"oracle","105000"
"excel","105000"
"power bi","105000"
"word","105000"
"sharepoint","105000"
"ssrs","105000"
"sql","90000"
"vba","90000"
"excel","90000"
"power bi","90000"
"word","90000"
"powerpoint","90000"
"flow","90000"
"excel","155000"
"qlik","155000"
"sql","132500"
"sql server","132500"
"db2","132500"
"redshift","132500"
"oracle","132500"
"kafka","132500"
"excel","132500"
"word","132500"
"sql","72500"
"python","72500"
"sas","72500"
"excel","72500"
"power bi","72500"
"sas","72500"
"go","174000"
"aws","70000"
"sql","53014"
"python","53014"
"gcp","53014"
"express","53014"
"linux","53014"
"terminal","53014"
"jira","53014"
"go","83500"
"excel","83500"
"sql","89100"
"python","89100"
"sql server","89100"
"azure","89100"
"databricks","89100"
"snowflake","89100"
"power bi","89100"
"ssis","89100"
"sql","115000"
"tableau","115000"
"power bi","115000"
"gdpr","80850"
"excel","80850"
"word","80850"
"sharepoint","80850"
"powerpoint","80850"
"excel","61500"
"airflow","160000"
"excel","160000"
"sql","125000"
"python","125000"
"tableau","125000"
"power bi","125000"
"dax","125000"
"ssis","125000"
"sharepoint","125000"
"ssrs","125000"
"sql","148239"
"python","148239"
"nosql","148239"
"r","148239"
"sas","148239"
"vba","148239"
"db2","148239"
"oracle","148239"
"hadoop","148239"
"excel","148239"
"tableau","148239"
"sas","148239"
"microstrategy","148239"
"spss","148239"
"sql","90000"
"python","90000"
"excel","90000"
"power bi","90000"
"excel","95592"
"sql","89100"
"python","89100"
"sql","119150"
"python","119150"
"nosql","119150"
"java","119150"
"shell","119150"
"sas","119150"
"perl","119150"
"aws","119150"
"snowflake","119150"
"spark","119150"
"hadoop","119150"
"sas","119150"
"azure","94750"
"sql","90000"
"python","90000"
"oracle","90000"
"excel","90000"
"tableau","90000"
"power bi","90000"
"powerpoint","90000"
"planner","90000"
"sql","90000"
"python","90000"
"r","90000"
"sas","90000"
"excel","90000"
"tableau","90000"
"sas","90000"
"microstrategy","90000"
"jira","90000"
"sql","127100"
"python","127100"
"oracle","127100"
"tableau","127100"
"splunk","127100"
"visio","127100"
"python","145000"
"java","145000"
"r","145000"
"javascript","145000"
"c++","145000"
"tableau","145000"
"power bi","145000"
"qlik","145000"
"word","145000"
"tableau","84000"
"sql","115000"
"sas","115000"
"excel","115000"
"tableau","115000"
"power bi","115000"
"sas","115000"
"word","115000"
"powerpoint","115000"
"outlook","115000"
"sql","132500"
"python","132500"
"javascript","132500"
"excel","132500"
"tableau","132500"
"power bi","132500"
"sql","90000"
"sql","94400"
"sas","94400"
"sql server","94400"
"excel","94400"
"sas","94400"
"excel","52500"
"tableau","52500"
"word","52500"
"sql","102500"
"assembly","102500"
"sheets","102500"
"sql","120000"
"javascript","120000"
"css","120000"
"t-sql","120000"
"sql server","120000"
"excel","120000"
"tableau","120000"
"power bi","120000"
"spreadsheet","120000"
"angular","138516"
"jira","138516"
"confluence","138516"
"sql","116250"
"python","116250"
"r","116250"
"sql","52200"
"python","52200"
"airflow","52200"
"tableau","52200"
"power bi","52200"
"python","111175"
"r","111175"
"spark","111175"
"airflow","111175"
"tableau","111175"
"power bi","111175"
"github","111175"
"sql","111175"
"excel","111175"
"sql","71002"
"go","71002"
"power bi","71002"
"microstrategy","71002"
"sql","75000"
"snowflake","75000"
"excel","75000"
"tableau","75000"
"alteryx","75000"
"sql","130000"
"tableau","130000"
"python","75000"
"azure","75000"
"aws","75000"
"spark","75000"
"sql","165000"
"python","165000"
"nosql","165000"
"scala","165000"
"shell","165000"
"databricks","165000"
"aws","165000"
"oracle","165000"
"snowflake","165000"
"spark","165000"
"pandas","165000"
"pyspark","165000"
"airflow","165000"
"kafka","165000"
"unix","165000"
"linux","165000"
"power bi","165000"
"jenkins","165000"
"flow","165000"
"sql","65000"
"power bi","65000"
"sql","72525"
"python","72525"
"sql","102500"
"python","102500"
"pandas","102500"
"tableau","102500"
"power bi","102500"
"sql","62500"
"visual basic","62500"
"excel","62500"
"spss","62500"
"sql","125000"
"sql","82500"
"python","82500"
"r","82500"
"snowflake","82500"
"excel","82500"
"tableau","82500"
"power bi","82500"
"python","155000"
"smartsheet","155000"
"sql","95299"
"python","95299"
"r","95299"
"oracle","95299"
"tableau","95299"
"power bi","95299"
"sharepoint","95299"
"sql","55000"
"excel","55000"
"power bi","55000"
"excel","60000"
"sql","52500"
"excel","52500"
"excel","100500"
"looker","100500"
"qlik","100500"
"sql","65000"
"python","65000"
"r","65000"
"sas","65000"
"javascript","65000"
"c#","65000"
"sql server","65000"
"excel","65000"
"sas","65000"
"spss","65000"
"ms access","65000"
"sql","82500"
"python","82500"
"tableau","82500"
"looker","82500"
"excel","105000"
"power bi","105000"
"spreadsheet","105000"
"powerpoint","105000"
"visio","105000"
"assembly","76716"
"excel","76716"
"word","76716"
"powerpoint","76716"
"cognos","76716"
"excel","82500"
"flow","48790"
"sql","75000"
"visual basic","75000"
"excel","75000"
"word","75000"
"powerpoint","75000"
"flow","75000"
"jira","75000"
"smartsheet","75000"
"sql","42120"
"python","42120"
"r","42120"
"excel","42120"
"word","42120"
"powerpoint","42120"
"ms access","42120"
"vba","115000"
"excel","115000"
"tableau","115000"
"power bi","115000"
"sharepoint","115000"
"powerpoint","115000"
"ms access","115000"
"excel","64800"
"word","64800"
"express","60500"
"sharepoint","75000"
"python","86400"
"r","86400"
"azure","86400"
"databricks","86400"
"sap","86400"
"sql","50000"
"sql","112000"
"python","112000"
"r","112000"
"sas","112000"
"tableau","112000"
"sas","112000"
"cognos","112000"
"sql","130000"
"tableau","130000"
"power bi","130000"
"looker","130000"
"sap","50000"
"planner","50000"
"sql","70000"
"python","70000"
"nosql","70000"
"r","70000"
"matlab","70000"
"sql","70000"
"python","70000"
"nosql","70000"
"r","70000"
"matlab","70000"
"python","100500"
"tableau","100500"
"power bi","100500"
"go","66750"
"excel","66750"
"power bi","66750"
"sql","65000"
"python","65000"
"r","65000"
"sas","65000"
"tableau","65000"
"power bi","65000"
"sas","65000"
"spss","65000"
"sql","80450"
"excel","80450"
"sql","57500"
"python","57500"
"r","57500"
"sas","57500"
"excel","57500"
"tableau","57500"
"power bi","57500"
"sas","57500"
"word","57500"
"spreadsheet","57500"
"powerpoint","57500"
"spss","57500"
"sql","122500"
"python","122500"
"r","122500"
"javascript","122500"
"html","122500"
"css","122500"
"excel","122500"
"word","122500"
"spreadsheet","122500"
"sheets","122500"
"powerpoint","122500"
"spss","122500"
"sql","65000"
"sql server","65000"
"tableau","65000"
"power bi","65000"
"ssis","65000"
"ssrs","65000"
"sql","85000"
"excel","85000"
"tableau","85000"
"power bi","85000"
"powerpoint","85000"
"visio","85000"
"sql","97500"
"go","97500"
"excel","97500"
"word","97500"
"powerpoint","97500"
"sql","112500"
"nosql","112500"
"sql server","112500"
"aws","112500"
"excel","112500"
"tableau","112500"
"sql","90300"
"express","90300"
"tableau","90300"
"sheets","90300"
"github","139860"
"word","75900"
"python","89100"
"go","89100"
"jupyter","89100"
"git","89100"
"python","79200"
"tensorflow","79200"
"pytorch","79200"
"sql","115000"
"python","115000"
"postgresql","115000"
"snowflake","115000"
"tableau","115000"
"phoenix","126802"
"sql","90000"
"t-sql","90000"
"db2","90000"
"excel","90000"
"tableau","90000"
"sql","111175"
"python","111175"
"nosql","111175"
"scala","111175"
"java","111175"
"c++","111175"
"cassandra","111175"
"aws","111175"
"redshift","111175"
"spark","111175"
"airflow","111175"
"hadoop","111175"
"kafka","111175"
"flow","111175"
"sql","140000"
"python","140000"
"aws","140000"
"sql","97500"
"spreadsheet","61500"
"sql","53014"
"tableau","53014"
"looker","53014"
"sql","90000"
"azure","90000"
"power bi","90000"
"ssrs","90000"
"jira","90000"
"sql","98500"
"azure","98500"
"aws","98500"
"bigquery","98500"
"gdpr","98500"
"tableau","98500"
"looker","98500"
"sql","95000"
"go","95000"
"excel","95000"
"tableau","95000"
"sheets","95000"
"sql","111175"
"python","111175"
"r","111175"
"c","111175"
"tableau","111175"
"sql","80000"
"python","80000"
"r","80000"
"excel","80000"
"power bi","80000"
"alteryx","80000"
"sql","51014"
"python","51014"
"r","51014"
"matlab","51014"
"spark","51014"
"jupyter","51014"
"power bi","51014"
"sql","57500"
"excel","57500"
"word","57500"
"powerpoint","57500"
"outlook","57500"
"visio","57500"
"c","55080"
"sql","50000"
"excel","65000"
"power bi","65000"
"sql","110000"
"python","110000"
"r","110000"
"sas","110000"
"spark","110000"
"tableau","110000"
"sas","110000"
"sharepoint","110000"
"ssrs","110000"
"spss","110000"
"alteryx","110000"
"sas","51500"
"excel","51500"
"sas","51500"
"spss","51500"
"sql","100775"
"python","100775"
"c","100775"
"excel","100775"
"tableau","100775"
"spss","100775"
"sql","80000"
"python","80000"
"r","80000"
"sql","49500"
"sql","95000"
"python","95000"
"r","95000"
"sas","95000"
"azure","95000"
"aws","95000"
"tensorflow","95000"
"pytorch","95000"
"excel","95000"
"sas","95000"
"spss","95000"
"sql","122500"
"spark","122500"
"hadoop","122500"
"kafka","122500"
"excel","122500"
"word","122500"
"powerpoint","122500"
"visio","122500"
"sql","122500"
"sql server","122500"
"db2","122500"
"sap","122500"
"sql","110000"
"t-sql","110000"
"sql server","110000"
"azure","110000"
"aws","110000"
"gcp","110000"
"power bi","110000"
"ssis","110000"
"ssrs","110000"
"sql","107500"
"vba","107500"
"sql server","107500"
"excel","107500"
"qlik","107500"
"word","107500"
"ssis","107500"
"powerpoint","107500"
"sql","102500"
"python","102500"
"r","102500"
"c","102500"
"excel","102500"
"word","102500"
"spreadsheet","102500"
"excel","77800"
"go","71000"
"azure","71000"
"word","71000"
"sql","77000"
"python","77000"
"java","77000"
"r","77000"
"postgresql","77000"
"sql server","77000"
"tableau","77000"
"power bi","77000"
"sql","150000"
"python","150000"
"aws","150000"
"word","107500"
"excel","95900"
"power bi","51014"
"qlik","51014"
"sql","105000"
"power bi","105000"
"alteryx","105000"
"jira","105000"
"spark","111175"
"excel","111175"
"sql","115000"
"python","115000"
"r","115000"
"power bi","115000"
"sql","90000"
"python","90000"
"tableau","90000"
"power bi","90000"
"jira","90000"
"sql","97200"
"excel","97200"
"tableau","97200"
"power bi","97200"
"sap","97200"
"microstrategy","97200"
"excel","30000"
"sql","66445"
"excel","66445"
"tableau","66445"
"power bi","66445"
"word","66445"
"powerpoint","66445"
"sql","82500"
"sas","82500"
"excel","82500"
"power bi","82500"
"sas","82500"
"sharepoint","82500"
"spss","82500"
"sas","95680"
"excel","95680"
"tableau","95680"
"power bi","95680"
"sas","95680"
"ms access","95680"
"python","75000"
"linux","75000"
"sql","140000"
"python","140000"
"r","140000"
"snowflake","140000"
"excel","111175"
"tableau","111175"
"word","111175"
"powerpoint","111175"
"excel","90000"
"word","90000"
"powerpoint","90000"
"outlook","90000"
"excel","70000"
"excel","59000"
"sql","102250"
"python","102250"
"excel","80000"
"tableau","80000"
"power bi","80000"
"powerpoint","80000"
"azure","32400"
"aws","32400"
"excel","32400"
"word","32400"
"powerpoint","32400"
"outlook","32400"
"sas","71500"
"tableau","71500"
"sas","71500"
"sql","65000"
"python","65000"
"r","65000"
"sas","65000"
"javascript","65000"
"c#","65000"
"sql server","65000"
"excel","65000"
"sas","65000"
"spss","65000"
"ms access","65000"
"sql","171500"
"python","171500"
"r","171500"
"sql","80000"
"sql server","80000"
"tableau","120000"
"power bi","120000"
"sql","96500"
"python","96500"
"excel","96500"
"tableau","96500"
"word","96500"
"powerpoint","96500"
"outlook","96500"
"excel","40560"
"word","40560"
"powerpoint","40560"
"sap","110000"
"sql","95000"
"python","95000"
"sql","111175"
"python","111175"
"crystal","93411"
"excel","93411"
"powerpoint","93411"
"visio","93411"
"sql","80190"
"python","80190"
"nosql","80190"
"r","80190"
"javascript","80190"
"flow","80190"
"sql","97500"
"python","97500"
"r","97500"
"tableau","97500"
"power bi","97500"
"sql","75000"
"python","75000"
"r","75000"
"tableau","75000"
"sql","97500"
"power bi","97500"
"sql","102500"
"excel","102500"
"tableau","102500"
"spss","102500"
"sql","80000"
"sas","80000"
"excel","80000"
"power bi","80000"
"sas","80000"
"spss","80000"
"excel","105000"
"word","105000"
"powerpoint","105000"
"python","49546"
"sas","49546"
"excel","49546"
"tableau","49546"
"sas","49546"
"spreadsheet","49546"
"sql","67000"
"r","67000"
"sas","67000"
"oracle","67000"
"excel","67000"
"sas","67000"
"sheets","67000"
"powerpoint","67000"
"spss","67000"
"sql","50325"
"python","50325"
"sql","85000"
"python","85000"
"snowflake","85000"
"tableau","85000"
"looker","85000"
"sql","72900"
"azure","72900"
"databricks","72900"
"flow","72900"
"flow","67923"
"tableau","70000"
"excel","65000"
"terminal","50000"
"sql","87500"
"excel","87500"
"tableau","87500"
"power bi","87500"
"looker","111175"
"sql","95848"
"python","95848"
"postgresql","95848"
"sql server","95848"
"redshift","95848"
"oracle","95848"
"excel","95848"
"tableau","95848"
"flow","95848"
"sql","142500"
"t-sql","142500"
"sql server","142500"
"azure","142500"
"excel","142500"
"power bi","142500"
"dax","142500"
"gdpr","83500"
"r","67500"
"excel","67500"
"tableau","67500"
"sql","80000"
"excel","80000"
"tableau","80000"
"power bi","80000"
"alteryx","80000"
"python","142500"
"r","142500"
"sas","142500"
"matlab","142500"
"windows","142500"
"tableau","142500"
"sas","142500"
"sharepoint","142500"
"spss","142500"
"sql","77500"
"javascript","77500"
"html","77500"
"css","77500"
"php","77500"
"sql server","77500"
"sql","135000"
"python","135000"
"gcp","135000"
"sheets","135000"
"flow","135000"
"sql","137500"
"python","137500"
"r","137500"
"sas","137500"
"databricks","137500"
"excel","137500"
"tableau","137500"
"sas","137500"
"sql","95000"
"python","95000"
"sas","95000"
"javascript","95000"
"excel","95000"
"tableau","95000"
"sas","95000"
"spss","95000"
"sql","111175"
"gcp","111175"
"spark","111175"
"airflow","111175"
"windows","111175"
"tableau","111175"
"looker","111175"
"sql","67500"
"python","67500"
"r","67500"
"sas","67500"
"javascript","67500"
"c#","67500"
"sql server","67500"
"excel","67500"
"sas","67500"
"spss","67500"
"ms access","67500"
"sql","77500"
"python","77500"
"mysql","77500"
"excel","77500"
"tableau","77500"
"sql","109000"
"python","109000"
"vba","109000"
"excel","109000"
"tableau","109000"
"excel","57500"
"jira","90000"
"confluence","90000"
"sql","140000"
"python","140000"
"r","140000"
"azure","140000"
"power bi","140000"
"sql","85000"
"python","85000"
"sql","75000"
"power bi","75000"
"dax","75000"
"python","114948"
"r","114948"
"sas","114948"
"tableau","114948"
"power bi","114948"
"sas","114948"
"sql","72500"
"python","72500"
"r","72500"
"sas","72500"
"matplotlib","72500"
"plotly","72500"
"seaborn","72500"
"sas","72500"
"spss","72500"
"excel","77500"
"word","77500"
"sharepoint","77500"
"outlook","77500"
"sql","70000"
"python","70000"
"nosql","70000"
"r","70000"
"matlab","70000"
"sql","57600"
"python","57600"
"sql","200000"
"python","200000"
"java","200000"
"azure","200000"
"aws","200000"
"snowflake","200000"
"tableau","200000"
"sql","55000"
"python","55000"
"r","55000"
"tableau","55000"
"power bi","55000"
"r","74395"
"sas","74395"
"sas","74395"
"spss","74395"
"flow","74395"
"sql","122769"
"python","122769"
"tableau","122769"
"power bi","122769"
"excel","98362"
"power bi","98362"
"sql","111175"
"python","111175"
"mysql","111175"
"databricks","111175"
"bigquery","111175"
"gcp","111175"
"pyspark","111175"
"kafka","111175"
"tableau","111175"
"power bi","111175"
"looker","111175"
"excel","67500"
"cognos","67500"
"sql","130000"
"excel","130000"
"tableau","130000"
"power bi","130000"
"sharepoint","130000"
"powerpoint","130000"
"flow","130000"
"sql","113896"
"crystal","113896"
"excel","113896"
"tableau","113896"
"sql","105000"
"go","105000"
"excel","105000"
"word","105000"
"visio","105000"
"sql","157500"
"python","157500"
"azure","157500"
"power bi","157500"
"visio","157500"
"sql","52500"
"excel","52500"
"sheets","52500"
"smartsheet","52500"
"oracle","82500"
"sap","82500"
"excel","111175"
"tableau","111175"
"looker","111175"
"sql","51586"
"sql server","51586"
"tableau","51586"
"power bi","51586"
"qlik","51586"
"ssis","51586"
"ssrs","51586"
"sql","105000"
"javascript","105000"
"html","105000"
"excel","105000"
"looker","105000"
"sql","69300"
"excel","69300"
"power bi","69300"
"word","69300"
"powerpoint","69300"
"python","49546"
"sas","49546"
"excel","49546"
"tableau","49546"
"sas","49546"
"spreadsheet","49546"
"excel","103600"
"powerpoint","103600"
"sql","122500"
"python","122500"
"sas","122500"
"snowflake","122500"
"tableau","95900"
"power bi","95900"
"powerpoint","95900"
"r","130300"
"matlab","130300"
"oracle","130300"
"pyspark","130300"
"hadoop","130300"
"tableau","130300"
"sql","72500"
"excel","56700"
"powerpoint","56700"
"windows","55000"
"excel","55000"
"power bi","55000"
"powerpoint","55000"
"excel","64395"
"power bi","64395"
"sap","64395"
"sql","82500"
"excel","82500"
"tableau","82500"
"power bi","82500"
"sql","87500"
"vba","87500"
"excel","87500"
"outlook","87500"
"windows","51800"
"outlook","51800"
"sql","110000"
"oracle","75000"
"sql","75000"
"azure","75000"
"sql","87500"
"python","87500"
"go","87500"
"mysql","87500"
"postgresql","87500"
"sql server","87500"
"excel","87500"
"power bi","87500"
"phoenix","126802"
"sql","50325"
"python","50325"
"sql","46000"
"sql server","46000"
"excel","46000"
"word","46000"
"sharepoint","46000"
"powerpoint","46000"
"excel","50000"
"sql","52500"
"python","52500"
"excel","52500"
"tableau","52500"
"sql","108100"
"c","108100"
"sql server","108100"
"oracle","108100"
"unix","108100"
"sql","85000"
"go","85000"
"vba","85000"
"azure","85000"
"excel","85000"
"power bi","85000"
"excel","65000"
"power bi","65000"
