"skill","salary"
"tableau","89834"
"sas","89834"
"sharepoint","89834"
"visio","89834"
"microsoft teams","89834"
"terminal","85000"
"sql","85000"
"powerpoint","85000"
"confluence","85000"
"sql","52500"
"go","52500"
"excel","52500"
"sheets","52500"
"sql","72500"
"python","72500"
"c++","72500"
"matlab","72500"
"tableau","72500"
"sql","110000"
"t-sql","110000"
"sql server","110000"
"azure","110000"
"aws","110000"
"power bi","110000"
"ssis","110000"
"ssrs","110000"
"python","109159"
"r","109159"
"sas","109159"
"sas","109159"
"sql","65000"
"oracle","65000"
"excel","65000"
"tableau","65000"
"power bi","65000"
"alteryx","65000"
"sql","45000"
"sas","45000"
"matplotlib","45000"
"seaborn","45000"
"excel","45000"
"tableau","45000"
"power bi","45000"
"sas","45000"
"word","45000"
"spss","45000"
"excel","85000"
"word","85000"
"powerpoint","85000"
"outlook","85000"
"visio","85000"
"sql","90000"
"power bi","90000"
"dax","90000"
"sql","92500"
"javascript","92500"
"c#","92500"
"powershell","92500"
"sql server","92500"
"azure","92500"
"tableau","92500"
"power bi","92500"
"sharepoint","92500"
"flow","92500"
"r","102500"
"excel","102500"
"excel","53929"
"sheets","53929"
"excel","97500"
"flow","97500"
"sql","75000"
"sql","92500"
"python","92500"
"excel","92500"
"power bi","92500"
"dax","92500"
"powerpoint","92500"
"sql","97087"
"python","97087"
"r","97087"
"sas","97087"
"go","97087"
"assembly","97087"
"excel","97087"
"tableau","97087"
"sas","97087"
"sap","97087"
"spss","97087"
"azure","185000"
"aws","185000"
"snowflake","185000"
"gcp","185000"
"sql","179000"
"python","179000"
"go","179000"
"snowflake","179000"
"sql","95000"
"tableau","95000"
"sql","100500"
"python","100500"
"jupyter","100500"
"powerpoint","79200"
"excel","125000"
"sql","150000"
"python","150000"
"r","150000"
"sas","150000"
"gcp","150000"
"sas","150000"
"vba","106479"
"excel","106479"
"word","106479"
"powerpoint","106479"
"sql","90000"
"tableau","90000"
"power bi","90000"
"tableau","111175"
"flow","67923"
"sql","115800"
"python","115800"
"r","115800"
"sas","115800"
"sas","115800"
"sql","120000"
"shell","120000"
"azure","120000"
"databricks","120000"
"linux","120000"
"sql","117500"
"aws","117500"
"redshift","117500"
"oracle","117500"
"spark","117500"
"airflow","117500"
"kafka","117500"
"tableau","117500"
"kubernetes","117500"
"sql","79000"
"python","79000"
"c++","79000"
"c#","79000"
"sql","150000"
"python","150000"
"visual basic","150000"
"c","150000"
"perl","150000"
"pyspark","150000"
"excel","150000"
"tableau","150000"
"power bi","150000"
"powerpoint","150000"
"git","150000"
"azure","90000"
"aws","90000"
"gcp","90000"
"sql","90000"
"python","90000"
"r","90000"
"c","90000"
"azure","90000"
"tableau","90000"
"power bi","90000"
"python","133900"
"r","133900"
"tableau","133900"
"power bi","133900"
"looker","133900"
"python","95000"
"azure","95000"
"express","95000"
"tableau","95000"
"power bi","95000"
"alteryx","95000"
"excel","70000"
"python","149653"
"azure","149653"
"aws","149653"
"gcp","149653"
"tensorflow","149653"
"pytorch","149653"
"git","149653"
"docker","149653"
"jira","149653"
"confluence","149653"
"sql","125000"
"python","125000"
"javascript","125000"
"html","125000"
"css","125000"
"c","125000"
"sql","100000"
"python","100000"
"r","100000"
"c","100000"
"azure","100000"
"aws","100000"
"tableau","100000"
"sql","92500"
"excel","92500"
"word","92500"
"powerpoint","92500"
"sql","75000"
"oracle","75000"
"sql","235000"
"snowflake","235000"
"sql","213000"
"python","213000"
"r","213000"
"tableau","213000"
"sql","56700"
"excel","375000"
"word","375000"
"go","65000"
"python","95000"
"plotly","95000"
"tableau","95000"
"word","95000"
"sql","140000"
"python","140000"
"r","140000"
"azure","140000"
"power bi","140000"
"word","140000"
"sql","111175"
"python","111175"
"go","111175"
"excel","111175"
"tableau","111175"
"powerpoint","111175"
"outlook","111175"
"jira","111175"
"slack","111175"
"excel","107250"
"word","107250"
"sql","90000"
"python","90000"
"r","87500"
"excel","87500"
"tableau","87500"
"word","87500"
"sql","130000"
"azure","130000"
"sql","56700"
"python","56700"
"r","56700"
"excel","56700"
"python","177000"
"azure","177000"
"aws","177000"
"gcp","177000"
"tensorflow","177000"
"pytorch","177000"
"git","177000"
"docker","177000"
"jira","177000"
"confluence","177000"
"sql","90000"
"power bi","95000"
"python","53014"
"go","53014"
"excel","55000"
"word","55000"
"spreadsheet","55000"
"outlook","55000"
"sql","100001"
"java","100001"
"c++","100001"
"c#","100001"
"c","100001"
"sql server","100001"
"oracle","100001"
"excel","100001"
"tableau","100001"
"qlik","100001"
"visio","100001"
"excel","58000"
"tableau","58000"
"word","58000"
"powerpoint","58000"
"word","68944"
"sql","102500"
"python","102500"
"r","102500"
"excel","102500"
"sql","95000"
"power bi","95000"
"sql","109159"
"python","109159"
"r","109159"
"sas","109159"
"excel","109159"
"tableau","109159"
"sas","109159"
"sharepoint","109159"
"visio","109159"
"microsoft teams","109159"
"sql","75566"
"tableau","75566"
"power bi","75566"
"looker","75566"
"excel","84542"
"sas","104107"
"excel","104107"
"sas","104107"
"word","104107"
"spreadsheet","104107"
"powerpoint","104107"
"outlook","104107"
"sql","117500"
"python","117500"
"go","117500"
"c","117500"
"sql server","117500"
"sql","117550"
"python","117550"
"sql server","117550"
"tableau","117550"
"power bi","117550"
"sql","85000"
"aws","85000"
"python","100500"
"excel","100500"
"c","95500"
"sql","80000"
"sql","165000"
"python","165000"
"tableau","165000"
"alteryx","165000"
"sql","89204"
"python","89204"
"r","89204"
"sql","111175"
"python","111175"
"elasticsearch","111175"
"azure","111175"
"databricks","111175"
"spark","111175"
"pandas","111175"
"matplotlib","111175"
"sql","77500"
"bigquery","77500"
"python","52500"
"r","52500"
"tableau","52500"
"terminal","52500"
"sql","80000"
"python","80000"
"nosql","80000"
"r","80000"
"matlab","80000"
"sql","97500"
"python","97500"
"r","97500"
"tableau","97500"
"power bi","97500"
"sql","53014"
"vba","53014"
"excel","53014"
"python","76650"
"oracle","76650"
"excel","76650"
"word","76650"
"sharepoint","76650"
"powerpoint","76650"
"microsoft teams","76650"
"sql","72500"
"postgresql","72500"
"express","72500"
"windows","72500"
"terminal","72500"
"excel","62500"
"power bi","62500"
"sql","50000"
"excel","50000"
"tableau","50000"
"word","50000"
"powerpoint","50000"
"java","111202"
"powerpoint","111202"
"jira","111202"
"sas","65000"
"express","65000"
"excel","65000"
"sas","65000"
"spss","65000"
"tableau","111175"
"looker","111175"
"sql","79350"
"python","79350"
"sql","115000"
"sql","62500"
"python","62500"
"excel","62500"
"tableau","62500"
"power bi","62500"
"sharepoint","62500"
"outlook","62500"
"excel","115000"
"word","115000"
"outlook","115000"
"visio","115000"
"excel","57500"
"tableau","57500"
"word","57500"
"powerpoint","57500"
"sql","80000"
"python","80000"
"nosql","80000"
"r","80000"
"matlab","80000"
"sql","95000"
"excel","95000"
"tableau","95000"
"sap","95000"
"excel","57500"
"tableau","57500"
"power bi","57500"
"sheets","57500"
"excel","50000"
"power bi","50000"
"sql","44720"
"azure","53014"
"sql","90000"
"excel","90000"
"tableau","90000"
"alteryx","90000"
"sql","80000"
"r","57500"
"excel","57500"
"sql","78294"
"sql server","78294"
"excel","78294"
"spreadsheet","78294"
"sql","47500"
"excel","47500"
"sql","100000"
"python","100000"
"r","100000"
"tensorflow","100000"
"pytorch","100000"
"scikit-learn","100000"
"linux","100000"
"tableau","100000"
"power bi","100000"
"git","100000"
"docker","100000"
"sharepoint","78504"
"sql","65000"
"python","65000"
"r","65000"
"excel","65000"
"tableau","65000"
"power bi","65000"
"sql","80000"
"go","80000"
"html","80000"
"oracle","80000"
"spreadsheet","80000"
"sql","111175"
"python","111175"
"r","111175"
"looker","111175"
"azure","115000"
"azure","65000"
"sql","130000"
"python","130000"
"sheets","130000"
"flow","130000"
"sql","120000"
"tableau","120000"
"r","81682"
"sas","81682"
"go","81682"
"excel","81682"
"sas","81682"
"word","81682"
"powerpoint","81682"
"spss","81682"
"sql","103000"
"python","103000"
"r","103000"
"t-sql","103000"
"sql server","103000"
"oracle","103000"
"unix","103000"
"windows","103000"
"tableau","103000"
"ssis","103000"
"ssrs","103000"
"c","71500"
"sql","70000"
"sql","110000"
"python","110000"
"sql","81682"
"r","81682"
"sas","81682"
"go","81682"
"excel","81682"
"sas","81682"
"word","81682"
"powerpoint","81682"
"outlook","81682"
"python","74050"
"r","74050"
"sql","53014"
"sql server","53014"
"sql","115792"
"sas","115792"
"excel","115792"
"sas","115792"
"sql","47500"
"excel","47500"
"power bi","47500"
"word","47500"
"outlook","47500"
"sql","77500"
"sql","120000"
"t-sql","120000"
"power bi","120000"
"sql","55000"
"excel","55000"
"sql","142500"
"python","142500"
"r","142500"
"tableau","142500"
"power bi","142500"
"sql","205000"
"python","205000"
"go","205000"
"snowflake","205000"
"pandas","205000"
"numpy","205000"
"excel","205000"
"tableau","205000"
"python","90000"
"r","90000"
"databricks","90000"
"express","90000"
"excel","90000"
"powerpoint","90000"
"sql","117500"
"ssis","117500"
"ssrs","117500"
"python","70600"
"r","70600"
"sas","70600"
"excel","70600"
"sas","70600"
"c","65000"
"assembly","65000"
"excel","65000"
"word","65000"
"flow","65000"
"planner","65000"
"excel","106700"
"word","106700"
"powerpoint","106700"
"visio","106700"
"nosql","112690"
"oracle","112690"
"spark","112690"
"hadoop","112690"
"kafka","112690"
"python","50000"
"r","50000"
"sql","89100"
"python","89100"
"sheets","80850"
"sql","90000"
"python","90000"
"excel","90000"
"tableau","90000"
"power bi","90000"
"sql","81641"
"python","81641"
"oracle","81641"
"snowflake","81641"
"tableau","81641"
"sheets","81641"
"sql","81312"
"r","81312"
"express","81312"
"excel","81312"
"tableau","81312"
"assembly","65000"
"flow","65000"
"azure","90000"
"power bi","90000"
"sql","90000"
"python","90000"
"r","90000"
"azure","90000"
"power bi","90000"
"dax","90000"
"sql","151500"
"python","151500"
"r","151500"
"python","53014"
"sql","90000"
"python","90000"
"r","90000"
"sas","90000"
"vba","90000"
"sas","90000"
"sql","125000"
"r","125000"
"tableau","125000"
"sql","125000"
"python","125000"
"r","125000"
"sql","80000"
"excel","80000"
"powerpoint","80000"
"excel","95592"
"sql","80250"
"python","80250"
"java","80250"
"bash","80250"
"vba","80250"
"tableau","80250"
"sql","60000"
"python","60000"
"javascript","60000"
"crystal","60000"
"pandas","60000"
"excel","60000"
"tableau","60000"
"ssrs","60000"
"sas","70000"
"sas","70000"
"sql","115000"
"python","115000"
"r","115000"
"go","115000"
"excel","115000"
"power bi","115000"
"excel","125000"
"sql","60000"
"python","60000"
"javascript","60000"
"crystal","60000"
"pandas","60000"
"excel","60000"
"tableau","60000"
"ssrs","60000"
"sql","145000"
"python","145000"
"excel","145000"
"sql","75000"
"sql server","75000"
"ssrs","75000"
"python","119908"
"r","119908"
"oracle","90000"
"excel","90000"
"flow","90000"
"sql","115800"
"python","115800"
"r","115800"
"sas","115800"
"sas","115800"
"sql","115000"
"tableau","115000"
"sql","88200"
"python","88200"
"r","88200"
"vba","88200"
"excel","88200"
"sql","115000"
"express","115000"
"excel","115000"
"tableau","115000"
"power bi","115000"
"sql","51014"
"python","51014"
"scala","51014"
"sas","51014"
"sas","51014"
"sql","112500"
"python","112500"
"javascript","112500"
"html","112500"
"tableau","112500"
"nosql","115000"
"mongodb","115000"
"postgresql","115000"
"mongodb","115000"
"db2","115000"
"oracle","115000"
"tableau","115000"
"visio","115000"
"tableau","100500"
"sheets","100500"
"sql","111175"
"python","111175"
"aws","111175"
"excel","111175"
"power bi","111175"
"flow","111175"
"sql","90000"
"sql server","90000"
"azure","90000"
"sap","90000"
"sql","118640"
"python","118640"
"r","118640"
"sas","118640"
"matlab","118640"
"airflow","118640"
"tableau","118640"
"sas","118640"
"cognos","118640"
"sql","75500"
"sql","93550"
"databricks","93550"
"tableau","93550"
"sql","111175"
"python","111175"
"bigquery","111175"
"redshift","111175"
"snowflake","111175"
"excel","111175"
"tableau","111175"
"power bi","111175"
"looker","111175"
"sql","107500"
"python","107500"
"power bi","107500"
"sap","107500"
"sql","92500"
"excel","92500"
"python","50000"
"bash","50000"
"linux","50000"
"sql","123450"
"go","123450"
"sql","105000"
"python","105000"
"r","105000"
"go","105000"
"aws","105000"
"spark","105000"
"hadoop","105000"
"pytorch","105000"
"jupyter","105000"
"sql","57500"
"python","57500"
"sheets","57500"
"sql","70000"
"python","70000"
"nosql","70000"
"r","70000"
"matlab","70000"
"sql","82512"
"python","82512"
"nosql","82512"
"mysql","82512"
"sql server","82512"
"oracle","82512"
"power bi","82512"
"python","145000"
"java","145000"
"r","145000"
"javascript","145000"
"c++","145000"
"tableau","145000"
"power bi","145000"
"qlik","145000"
"word","145000"
"sql","77018"
"python","77018"
"aws","77018"
"excel","77018"
"tableau","75000"
"power bi","75000"
"sharepoint","107000"
"power bi","72000"
"sql","87500"
"crystal","87500"
"tableau","87500"
"power bi","87500"
"sql","90000"
"python","90000"
"sql","110000"
"python","110000"
"c#","110000"
"powershell","110000"
"sql server","110000"
"excel","110000"
"word","110000"
"outlook","110000"
"sql","67500"
"python","67500"
"tableau","67500"
"power bi","67500"
"alteryx","67500"
"excel","69115"
"terminal","69115"
"sql","125000"
"vba","110000"
"excel","110000"
"power bi","110000"
"sas","110000"
"spss","110000"
"sql","60000"
"t-sql","60000"
"crystal","60000"
"sql server","60000"
"excel","60000"
"power bi","60000"
"ssrs","60000"
"sql","85000"
"python","85000"
"r","85000"
"hadoop","85000"
"tableau","85000"
"excel","72500"
"sap","72500"
"sql","102500"
"python","102500"
"azure","102500"
"aws","102500"
"oracle","102500"
"gcp","102500"
"excel","102500"
"power bi","102500"
"word","102500"
"visio","102500"
"sql","125000"
"python","125000"
"r","125000"
"tableau","85000"
"terminal","85000"
"sql","95000"
"python","95000"
"r","95000"
"sas","95000"
"power bi","95000"
"sas","95000"
"sql","75500"
"python","75500"
"r","75500"
"shell","75500"
"c","75500"
"unix","75500"
"git","75500"
"sql","111500"
"python","111500"
"php","111500"
"postgresql","111500"
"sql server","111500"
"oracle","111500"
"excel","111500"
"word","111500"
"outlook","111500"
"sql","86375"
"tableau","86375"
"looker","86375"
"python","190000"
"r","190000"
"tableau","190000"
"sql","70000"
"excel","70000"
"word","70000"
"sharepoint","70000"
"powerpoint","70000"
"sql","80000"
"python","80000"
"r","80000"
"excel","80000"
"tableau","80000"
"power bi","80000"
"sharepoint","80000"
"jira","80000"
"confluence","80000"
"sql","137500"
"python","137500"
"r","137500"
"excel","137500"
"tableau","137500"
"power bi","137500"
"excel","92058"
"tableau","92058"
"microstrategy","92058"
"sql","92500"
"tableau","92500"
"looker","92500"
"sql","75000"
"excel","75000"
"powerpoint","75000"
"sql","85000"
"python","85000"
"r","85000"
"vba","85000"
"excel","85000"
"tableau","85000"
"excel","57500"
"python","95650"
"r","95650"
"power bi","95650"
"powerpoint","95650"
"go","90000"
"excel","90000"
"tableau","90000"
"powerpoint","90000"
"sql","99500"
"python","99500"
"javascript","99500"
"c#","99500"
"t-sql","99500"
"vba","99500"
"mysql","99500"
"excel","99500"
"tableau","99500"
"spreadsheet","99500"
"sharepoint","99500"
"powerpoint","99500"
"tableau","85000"
"sheets","85000"
"sql","80000"
"excel","80000"
"tableau","80000"
"power bi","80000"
"sql","145000"
"excel","145000"
"power bi","145000"
"tableau","85000"
"terminal","85000"
"sql","109750"
"power bi","109750"
"ssrs","109750"
"sql","72500"
"excel","72500"
"tableau","72500"
"power bi","72500"
"looker","72500"
"word","72500"
"python","100000"
"r","100000"
"spark","100000"
"excel","100000"
"tableau","100000"
"power bi","100000"
"qlik","100000"
"javascript","42500"
"html","42500"
"css","42500"
"python","108285"
"r","108285"
"go","108285"
"sql","53014"
"databricks","53014"
"aws","53014"
"tableau","53014"
"power bi","53014"
"sql","95640"
"sql","57500"
"python","57500"
"azure","57500"
"databricks","57500"
"jira","57500"
"confluence","57500"
"sql","111175"
"snowflake","111175"
"tableau","111175"
"sap","111175"
"sql","90000"
"excel","90000"
"tableau","90000"
"excel","115000"
"word","115000"
"powerpoint","115000"
"sql","90000"
"tableau","90000"
"power bi","90000"
"sql","90000"
"python","90000"
"excel","90000"
"tableau","90000"
"qlik","90000"
"spark","111175"
"excel","111175"
"sql","82000"
"tableau","82000"
"python","81776"
"r","81776"
"t-sql","81776"
"excel","81776"
"tableau","81776"
"qlik","81776"
"cognos","81776"
"sql","125000"
"python","125000"
"aws","125000"
"excel","72500"
"excel","87500"
"word","87500"
"sharepoint","87500"
"sql","70000"
"python","70000"
"r","70000"
"bigquery","70000"
"gcp","70000"
"tableau","70000"
"sql","100500"
"sas","100500"
"azure","100500"
"aws","100500"
"gcp","100500"
"tableau","100500"
"dax","100500"
"sas","100500"
"sql","163782"
"python","163782"
"scala","163782"
"go","163782"
"mongodb","163782"
"neo4j","163782"
"mongodb","163782"
"azure","163782"
"databricks","163782"
"aws","163782"
"oracle","163782"
"spark","163782"
"hadoop","163782"
"gdpr","163782"
"power bi","163782"
"sql","118640"
"python","118640"
"r","118640"
"sas","118640"
"snowflake","118640"
"airflow","118640"
"tableau","118640"
"power bi","118640"
"looker","118640"
"sas","118640"
"alteryx","118640"
"git","118640"
"jira","118640"
"confluence","118640"
"go","56700"
"sql","165000"
"sql server","165000"
"spark","165000"
"sql","90000"
"sql","118640"
"sheets","118640"
"python","108416"
"spark","108416"
"sql","123000"
"tableau","123000"
"power bi","123000"
"looker","123000"
"excel","72500"
"power bi","72500"
"word","72500"
"powerpoint","72500"
"sql","145500"
"go","145500"
"gdpr","145500"
"express","145500"
"flow","145500"
"flow","50400"
"excel","98500"
"tableau","98500"
"power bi","98500"
"looker","98500"
"sql","76350"
"python","76350"
"r","76350"
"sql","111202"
"tableau","111202"
"sql","159331"
"python","159331"
"r","159331"
"tableau","159331"
"python","89100"
"sql","72000"
"python","72000"
"sql","80000"
"excel","80000"
"sheets","80000"
"excel","75000"
"tableau","75000"
"sap","75000"
"python","125000"
"r","125000"
"sas","125000"
"tableau","125000"
"sas","125000"
"excel","117713"
"tableau","117713"
"word","117713"
"powerpoint","117713"
"ms access","117713"
"tableau","111175"
"sql","115000"
"spark","115000"
"hadoop","115000"
"flow","115000"
"python","175000"
"aws","175000"
"airflow","175000"
"linux","175000"
"looker","175000"
"word","175000"
"sql","125000"
"excel","125000"
"tableau","125000"
"visio","125000"
"sql","125000"
"python","125000"
"go","125000"
"snowflake","125000"
"jira","125000"
"python","70000"
"excel","70000"
"power bi","70000"
"excel","59000"
"tableau","59000"
"word","59000"
"sharepoint","59000"
"excel","90000"
"excel","72900"
"word","72900"
"powerpoint","72900"
"visio","72900"
"flow","72900"
"sql","115000"
"python","115000"
"snowflake","115000"
"tableau","115000"
"angular","138516"
"jira","138516"
"confluence","138516"
"excel","62000"
"sheets","62000"
"sql","95260"
"spreadsheet","95260"
"sql","200000"
"python","200000"
"databricks","200000"
"plotly","200000"
"tableau","200000"
"github","200000"
"excel","46238"
"word","46238"
"powerpoint","46238"
"sql","165000"
"python","165000"
"r","165000"
"snowflake","165000"
"spark","165000"
"sql","115000"
"python","115000"
"r","115000"
"oracle","115000"
"tableau","115000"
"power bi","115000"
"alteryx","115000"
"flow","115000"
"excel","60000"
"word","60000"
"powerpoint","60000"
"outlook","60000"
"excel","111175"
"flow","111175"
"sql","78000"
"python","78000"
"r","78000"
"sas","78000"
"excel","78000"
"sas","78000"
"word","78000"
"powerpoint","78000"
"cognos","78000"
"sap","118640"
"flow","118640"
"sql","75000"
"python","75000"
"oracle","75000"
"snowflake","75000"
"tableau","75000"
"power bi","75000"
"word","75000"
"sap","75000"
"sql","131900"
"r","131900"
"sas","131900"
"oracle","131900"
"hadoop","131900"
"tableau","131900"
"sas","131900"
"splunk","131900"
"vba","125000"
"excel","125000"
"r","55330"
"sas","55330"
"sas","55330"
"sql","150000"
"java","150000"
"c++","150000"
"c#","150000"
"gcp","150000"
"sql","72000"
"python","72000"
"shell","72000"
"sql server","72000"
"azure","72000"
"aws","72000"
"redshift","72000"
"oracle","72000"
"unix","72000"
"sql","115000"
"python","115000"
"r","115000"
"mongodb","115000"
"sql server","115000"
"mongodb","115000"
"oracle","115000"
"power bi","115000"
"sap","115000"
"microstrategy","115000"
"flow","115000"
"jira","115000"
"t-sql","125000"
"aws","125000"
"flow","125000"
"sql","170000"
"r","170000"
"sas","170000"
"sas","170000"
"sql","165000"
"nosql","165000"
"azure","165000"
"aws","165000"
"gcp","165000"
"flow","165000"
"sql","60000"
"python","60000"
"r","60000"
"aws","60000"
"redshift","60000"
"power bi","60000"
"sql","112050"
"oracle","112050"
"excel","112050"
"tableau","112050"
"looker","112050"
"sap","112050"
"sql","115000"
"python","115000"
"nosql","115000"
"r","115000"
"matlab","115000"
"azure","115000"
"aws","115000"
"gcp","115000"
"spss","115000"
"sql","90000"
"python","90000"
"r","90000"
"javascript","90000"
"matlab","90000"
"oracle","90000"
"excel","90000"
"tableau","90000"
"power bi","90000"
"qlik","90000"
"sql","131900"
"aws","131900"
"snowflake","131900"
"tableau","131900"
"alteryx","131900"
"sql","90000"
"python","90000"
"oracle","90000"
"snowflake","90000"
"tableau","90000"
"sheets","90000"
"sql","90000"
"python","90000"
"spark","90000"
"hadoop","90000"
"tableau","90000"
"flow","90000"
"jira","90000"
"excel","60000"
"excel","115000"
"visio","115000"
"jira","115000"
"sql","111175"
"python","111175"
"spark","111175"
"hadoop","111175"
"sql","110000"
"python","110000"
"r","110000"
"sql","157500"
"python","157500"
"r","157500"
"spark","157500"
"python","90000"
"matlab","90000"
"angular","90000"
"sql","98445"
"sas","98445"
"excel","98445"
"sas","98445"
"flow","90000"
"python","111175"
"power bi","111175"
"dax","111175"
"sql","79061"
"python","79061"
"r","79061"
"python","79200"
"scala","79200"
"aws","79200"
"redshift","79200"
"spark","79200"
"hadoop","79200"
"flow","79200"
"sql","69107"
"tableau","69107"
"power bi","69107"
"sql","82879"
"python","82879"
"azure","82879"
"databricks","82879"
"aws","82879"
"snowflake","82879"
"spark","82879"
"plotly","82879"
"tableau","82879"
"python","100000"
"r","100000"
"sas","100000"
"matlab","100000"
"visual basic","100000"
"mysql","100000"
"elasticsearch","100000"
"spark","100000"
"tableau","100000"
"sas","100000"
"spss","100000"
"sql","125000"
"python","125000"
"r","125000"
"tableau","125000"
"go","115000"
"excel","115000"
"word","115000"
"sap","115000"
"sharepoint","115000"
"powerpoint","115000"
"outlook","115000"
"aws","75000"
"linux","75000"
"sql","89100"
"python","89100"
"vba","89100"
"excel","89100"
"jira","89100"
"python","80000"
"sql","152625"
"hadoop","152625"
"excel","152625"
"tableau","152625"
"looker","152625"
"sql","173000"
"python","173000"
"r","173000"
"html","173000"
"css","173000"
"tableau","173000"
"sql","51014"
"oracle","51014"
"python","100000"
"r","100000"
"linux","100000"
"windows","100000"
"sql","75000"
"sql server","75000"
"microstrategy","75000"
"oracle","115000"
"excel","150000"
"flow","150000"
"excel","61500"
"sap","61500"
"powerpoint","61500"
"sql","111175"
"azure","111175"
"aws","111175"
"gcp","111175"
"excel","111175"
"tableau","111175"
"jira","111175"
"confluence","111175"
"sql","115000"
"sas","115000"
"javascript","115000"
"c++","115000"
"c#","115000"
"t-sql","115000"
"vba","115000"
"crystal","115000"
"mysql","115000"
"express","115000"
"tableau","115000"
"sas","115000"
"sap","115000"
"sharepoint","115000"
"ms access","115000"
"jira","80000"
"sql","79200"
"unix","79200"
"windows","79200"
"tableau","79200"
"python","75000"
"sql","115000"
"python","115000"
"r","115000"
"sas","115000"
"excel","115000"
"tableau","115000"
"sas","115000"
"powerpoint","115000"
"sql","115000"
"sas","115000"
"javascript","115000"
"c++","115000"
"c#","115000"
"t-sql","115000"
"vba","115000"
"crystal","115000"
"mysql","115000"
"express","115000"
"tableau","115000"
"sas","115000"
"sap","115000"
"sharepoint","115000"
"ms access","115000"
"tableau","151950"
"flow","151950"
"r","68825"
"sas","68825"
"c","68825"
"sas","68825"
"go","75725"
"c","75725"
"windows","75725"
"excel","75725"
"word","75725"
"terminal","75725"
"sql","125000"
"python","125000"
"visual basic","125000"
"db2","125000"
"tableau","125000"
"python","90000"
"r","90000"
"excel","90000"
"tableau","90000"
"power bi","90000"
"c","115000"
"excel","115000"
"excel","112500"
"tableau","112500"
"powerpoint","112500"
"sql","125000"
"python","125000"
"azure","125000"
"snowflake","125000"
"jira","125000"
"confluence","125000"
"sql","100000"
"python","100000"
"java","100000"
"javascript","100000"
"aws","100000"
"spring","100000"
"jenkins","100000"
"kubernetes","100000"
"github","100000"
"jira","100000"
"confluence","100000"
"sql","64500"
"excel","64500"
"sql","87500"
"excel","87500"
"power bi","87500"
"sql","82351"
"python","82351"
"r","82351"
"excel","82351"
"tableau","82351"
"sql","125000"
"bigquery","125000"
"spark","125000"
"tableau","125000"
"python","64800"
"r","64800"
"excel","64800"
"power bi","64800"
"spss","64800"
"flow","64800"
"sql","147500"
"python","147500"
"tableau","147500"
"power bi","147500"
"sql","75000"
"python","75000"
"r","75000"
"sas","75000"
"postgresql","75000"
"azure","75000"
"databricks","75000"
"pyspark","75000"
"excel","75000"
"tableau","75000"
"sas","75000"
"word","75000"
"powerpoint","75000"
"outlook","75000"
"github","75000"
"excel","65000"
"word","65000"
"sql","64800"
"python","64800"
"azure","64800"
"tableau","64800"
"flow","64800"
"sql","111175"
"python","111175"
"r","111175"
"sas","111175"
"tableau","111175"
"sas","111175"
"spss","111175"
"sql","125000"
"crystal","125000"
"sql server","125000"
"excel","125000"
"spreadsheet","125000"
"cognos","125000"
"go","65000"
"sql","111175"
"python","111175"
"excel","111175"
"tableau","111175"
"sql","111175"
"python","111175"
"r","111175"
"c","111175"
"zoom","111175"
"excel","82500"
"excel","87500"
"word","87500"
"outlook","87500"
"sql","55000"
"excel","55000"
"excel","125000"
"tableau","53014"
"power bi","53014"
"sql","50400"
"vba","50400"
"oracle","50400"
"excel","50400"
"power bi","50400"
"sql","75500"
"excel","119908"
"r","73000"
"sql","80850"
"azure","80850"
"redshift","80850"
"snowflake","80850"
"spark","80850"
"excel","80850"
"power bi","80850"
"looker","80850"
"sheets","80850"
"r","98500"
"spss","98500"
"windows","85000"
"excel","85000"
"power bi","85000"
"powerpoint","85000"
"sql","110000"
"sql server","110000"
"oracle","110000"
"sql","97500"
"azure","97500"
"power bi","97500"
"sql","118140"
"python","118140"
"r","118140"
"vba","118140"
"hadoop","118140"
"excel","118140"
"power bi","118140"
"word","118140"
"sharepoint","118140"
"powerpoint","118140"
"sql","225000"
"db2","225000"
"azure","225000"
"aws","225000"
"oracle","225000"
"tableau","225000"
"alteryx","225000"
"excel","72900"
"word","72900"
"powerpoint","72900"
"visio","72900"
"flow","72900"
"sql","150000"
"python","150000"
"r","150000"
"php","150000"
"sql","125000"
"looker","125000"
"sql","90000"
"python","90000"
"databricks","90000"
"spark","90000"
"excel","90000"
"tableau","90000"
"sas","75068"
"mysql","75068"
"oracle","75068"
"power bi","75068"
"sas","75068"
"sql","100000"
"python","100000"
"sql","102500"
"python","102500"
"windows","102500"
"tableau","102500"
"looker","102500"
"git","102500"
"excel","65000"
"word","65000"
"smartsheet","65000"
"sql","111175"
"oracle","111175"
"spark","111175"
"excel","111175"
"ms access","111175"
"angular","125000"
"jira","125000"
"confluence","125000"
"sql","125000"
"snowflake","125000"
"excel","125000"
"python","60000"
"matlab","60000"
"sql","79200"
"excel","79200"
"aws","150000"
"snowflake","150000"
"airflow","150000"
"gdpr","150000"
"tableau","150000"
"power bi","150000"
"looker","150000"
"flow","150000"
"sql","90000"
"python","90000"
"r","90000"
"sas","90000"
"sql server","90000"
"azure","90000"
"oracle","90000"
"excel","90000"
"power bi","90000"
"sas","90000"
"word","90000"
"sql","72900"
"excel","72900"
"sql","95000"
"python","95000"
"r","95000"
"sas","95000"
"azure","95000"
"sas","95000"
"python","37500"
"r","37500"
"html","37500"
